"all_quant[, 1]","prot_descr[all_quant[, 1], 2]","SIN_12500amol_1","SIN_12500amol_2","SIN_12500amol_3","SIN_125amol_1","SIN_125amol_2","SIN_125amol_3","SIN_25000amol_1","SIN_25000amol_2","SIN_25000amol_3","SIN_2500amol_1","SIN_2500amol_2","SIN_2500amol_3","SIN_250amol_1","SIN_250amol_2","SIN_250amol_3","SIN_50000amol_1","SIN_50000amol_2","SIN_50000amol_3","SIN_5000amol_1","SIN_5000amol_2","SIN_5000amol_3","SIN_500amol_1","SIN_500amol_2","SIN_500amol_3","SIN_50amol_1","SIN_50amol_2","SIN_50amol_3"
"sp|P26783|RS5_YEAST","V-type proton ATPase subunit H OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=VMA13 PE=1 SV=1",-16.7544,-15.8164,-16.1391,-16.4575,-16.787,-15.8972,-16.3924,-18.3067,-17.0041,-17.3158,-16.9852,-16.1242,-16.1455,-16.0154,-16.064,-16.9589,-16.4088,-16.5225,-16.3768,-16.4582,-15.6543,-16.4747,-16.0603,-15.9064,-18.2394,-16.8803,-16.95
"sp|P26784|RL16A_YEAST","Coatomer subunit beta' OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=SEC27 PE=1 SV=1",-20.7411,-19.7789,-20.034,-18.3819,-19.5933,-19.5543,-19.1426,-19.6207,-20.6509,-20.7774,-20.6534,-20.7473,-20.0652,-20.3754,-20.5387,-19.4343,-19.5359,-19.4175,-20.9386,-21.2563,-19.6928,-20.8053,-21.3069,-21.08,-18.7053,-18.365,-19.4342
"sp|P26785|RL16B_YEAST","Ran-specific GTPase-activating protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YRB1 PE=1 SV=1",-17.0448,-17.3191,-17.7048,-17.1183,-17.5115,-17.6063,-17.4352,-17.5308,-17.1989,-17.72,-17.0181,-16.7356,-18.4788,-17.8299,-17.5201,-17.2397,-17.1777,-17.5998,-17.3748,-17.0081,-17.5908,-17.5213,-17.9302,-17.7516,-17.3074,-17.4968,-18.2469
"sp|P26786|RS7A_YEAST","Glutathione reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GLR1 PE=1 SV=2",-16.8748,-16.2974,-16.9557,-16.6869,-17.5679,-16.5377,-16.5471,-17.0994,-16.4081,-16.2422,-16.1805,-16.1736,-15.5911,-17.0819,-16.9901,-16.5487,-17.5239,-16.6301,-16.4505,-16.4227,-16.3163,-16.017,-16.7369,-16.1882,-17.4738,-17.286,-16.193
"sp|P26793|FEN1_YEAST","Mannose-1-phosphate guanyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PSA1 PE=1 SV=2",-22.2093,-24.2423,NA,-22.7366,NA,NA,NA,-24.3656,-24.4535,-23.6882,NA,-21.9954,-23.558,NA,NA,-23.1328,NA,NA,-25.3039,-22.4064,-21.8513,-24.0454,NA,NA,NA,-22.0695,-23.2832
"sp|P27472|GYS2_YEAST","Ubiquitin carboxyl-terminal hydrolase 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=UBP6 PE=1 SV=1",-24.0442,-24.3345,-24.1853,NA,-23.7049,-25.5606,NA,NA,NA,-24.2337,NA,NA,-25.8505,NA,-23.6284,NA,NA,NA,NA,NA,-24.3523,NA,-24.1322,NA,NA,NA,NA
"sp|P27476|NSR1_YEAST","Cys-Gly metallodipeptidase DUG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=DUG1 PE=1 SV=1",-21.4986,NA,-25.309,NA,NA,NA,NA,NA,-19.9986,NA,NA,NA,-21.513,-21.5193,NA,-24.1559,NA,-20.6787,-21.6475,NA,NA,-20.8138,-21.9417,-20.4791,NA,NA,NA
"sp|P27614|CBPS_YEAST","Potassium-activated aldehyde dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ALD4 PE=1 SV=2",-20.3553,-22.3483,-20.063,-22.3138,-20.0334,-21.3163,-22.277,-20.3889,-20.6546,-19.7356,-19.8258,-19.9374,-20.5338,-21.1146,-20.9961,-21.455,-20.5303,-21.1977,-20.2114,-20.7451,-20.1186,-19.9479,-21.2628,-20.8309,-19.1788,-21.3413,-19.3703
"sp|P27692|SPT5_YEAST","Glutamate--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GUS1 PE=1 SV=3",-26.1322,-26.1078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P28240|ACEA_YEAST","tRNA-aminoacylation cofactor ARC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ARC1 PE=1 SV=2",-17.7899,-17.9967,-17.8002,-17.8533,-17.6641,-18.1028,-17.8837,-17.3257,-17.7255,-17.5794,-17.3367,-18.5923,-17.8241,-17.8107,-18.2061,-18.0234,-18.2434,-17.9616,-17.5549,-17.1669,-17.38,-18.1095,-17.9112,-17.8942,-18.2133,-17.3088,-16.8389
"sp|P28241|IDH2_YEAST","Actin-interacting protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=AIP1 PE=1 SV=1",-16.9786,-17.8873,-17.9104,-17.4332,-17.5841,-17.5747,-17.6739,-16.5337,-17.5386,-17.4132,-17.4639,-17.4939,-17.6089,-17.2196,-17.5843,-17.8967,-17.4378,-17.7528,-17.2594,-17.6335,-17.7009,-17.5455,-17.7819,-17.6802,-17.1376,-17.8714,-17.6562
"sp|P28272|PYRD_YEAST","60S ribosomal protein L17-B OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL17B PE=1 SV=2",-17.3088,-16.4414,-17.1043,-17.0697,-16.3401,-16.7418,-17.0156,-16.6621,-16.4722,-16.4873,-16.6909,-17.5416,-16.4809,-17.0236,-16.9557,-17.3582,-19.2277,-18.3362,-16.8476,-16.9225,-17.3482,-17.222,-17.0668,-17.0389,-18.4983,-17.0892,-16.9091
"sp|P28319|CWP1_YEAST","Myosin tail region-interacting protein MTI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=BBC1 PE=1 SV=2",-22.0381,NA,NA,NA,-25.2465,NA,-25.3304,NA,NA,-21.502,NA,-24.9315,-23.2255,-22.8714,NA,-24.9901,NA,-22.7584,-22.444,-22.143,-23.8156,NA,-23.1337,-25.4071,-22.0578,NA,NA
"sp|P28495|CAPZA_YEAST","Vacuolar transporter chaperone 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=VTC4 PE=1 SV=2",-22.0825,-22.6191,-21.8519,-22.7923,-21.9024,-20.9428,-22.0031,-22.9664,-21.9077,-21.2878,-22.8944,-20.7171,-21.2654,-20.6454,-22.726,-22.8421,-23.0899,-22.4001,-20.9395,-21.2599,NA,-21.6553,-21.541,-21.0696,-20.4537,-22.0372,-23.8856
"sp|P28519|RAD14_YEAST","Actin-related protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ARP3 PE=1 SV=1",-24.1673,NA,NA,NA,-24.8822,-23.8527,-25.61,NA,NA,NA,-25.1528,NA,NA,NA,NA,NA,NA,NA,-24.7638,-24.6663,-24.5833,NA,NA,NA,NA,-25.9459,-24.6648
"sp|P28707|SBA1_YEAST","Adenosine kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ADO1 PE=1 SV=1",-19.8979,-18.9211,-18.795,-17.6455,-18.1791,-18.9636,-19.151,-18.5796,-19.5921,-19.549,-19.8178,-19.907,-20.5597,-18.9342,-18.6532,-18.1228,-17.697,-18.7033,-19.5041,-20.1276,-19.7869,-20.6822,-19.6753,-20.3884,-17.9172,-18.6064,-17.5149
"sp|P28777|AROC_YEAST","Branched-chain-amino-acid aminotransferase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=BAT2 PE=1 SV=1",-21.552,NA,-20.7573,-19.5933,-19.7912,-22.6837,-21.7291,NA,-22.0904,-21.992,-20.7411,-20.675,-21.1435,-20.614,-21.2811,-19.6639,-19.985,-20.6003,-23.1159,NA,-20.3487,-22.0293,-22.2171,-20.2787,-20.4896,-20.3379,-18.6695
"sp|P28795|PEX3_YEAST","40S ribosomal protein S7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS7B PE=1 SV=1",-25.5469,NA,-24.0018,-25.1031,NA,NA,-24.9641,NA,NA,NA,NA,NA,NA,NA,-26.0035,NA,NA,-23.6393,NA,NA,NA,-25.7021,-24.4483,-24.5766,NA,NA,-22.44
"sp|P28834|IDH1_YEAST","Homocitrate synthase, cytosolic isozyme OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=LYS20 PE=1 SV=1",-17.6286,-17.5517,-17.6428,-17.074,-17.677,-18.1642,-17.5014,-18.0777,-17.7553,-17.5565,-17.6252,-17.536,-17.806,-17.4009,-18.0199,-17.5331,-17.6197,-17.3205,-17.0414,-17.3859,-17.6719,-17.4249,-17.4907,-17.6492,-16.9247,-16.5296,-17.9798
"sp|P29311|BMH1_YEAST","40S ribosomal protein S12 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS12 PE=1 SV=1",-18.7791,-17.9804,-18.925,-19.7396,-19.8987,-20.2042,-19.64,-19.006,-19.9903,-19.6049,-20.0732,-20.0065,-20.3212,-19.6175,-20.2696,-20.1325,-19.6666,-20.5188,-19.9251,-19.5714,-19.2509,-19.7404,-20.0028,-20.1266,-18.9219,-18.1449,-18.5105
"sp|P29453|RL8B_YEAST","Asparagine synthetase [glutamine-hydrolyzing] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ASN1 PE=1 SV=2",-17.7696,-18.3186,-18.6116,-17.6231,-17.9868,-19.682,-18.2612,-18.3679,-18.052,-19.1715,-18.4518,-17.7857,-18.3295,-18.4435,-18.0359,-19.1056,-19.2957,-18.1484,-17.7272,-17.8714,-17.8662,-18.5965,-18.0384,-18.2692,-20.5164,-19.3987,-19.6999
"sp|P29467|MEI4_YEAST","Asparagine synthetase [glutamine-hydrolyzing] 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ASN2 PE=1 SV=2",-22.8952,-22.4073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.584,NA,NA,NA
"sp|P29509|TRXB1_YEAST","Ribonucleoside-diphosphate reductase small chain 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RNR4 PE=1 SV=1",-17.9597,-17.1721,-18.3676,-18.1918,-17.7267,-17.6234,-18.2668,-18.3493,-17.9199,-19.0374,-17.998,-18.4646,-18.2097,-18.5389,-17.3131,-18.7029,-18.3743,-17.6602,-18.5092,-17.7064,-17.6023,-18.4148,-18.3859,-17.8841,-16.9058,-17.0817,-17.03
"sp|P29547|EF1G1_YEAST","Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)",-20.0813,-19.2274,-20.5171,-20.1308,-19.2039,-20.014,-19.3842,-20.4322,-20.7575,-20.1479,-20.035,-20.4011,-21.1799,-21.0088,-20.1346,-19.6186,-20.0749,-20.1818,-20.5075,-20.1199,-19.8823,-19.7935,-20.7958,-20.8235,-19.2312,-20.9063,-19.2162
"sp|P29704|FDFT_YEAST","Acetyl-coenzyme A synthetase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ACS2 PE=1 SV=1",-21.3468,-24.4773,NA,-23.7139,-22.949,-24.1777,NA,NA,-21.9568,NA,NA,-22.9102,NA,NA,NA,-23.362,-22.7595,-23.2795,-24.1933,NA,NA,NA,NA,NA,-20.5694,-22.2582,-23.2531
"sp|P29952|MPI_YEAST","Aromatic\aminoadipate aminotransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ARO8 PE=1 SV=1",-19.0986,-19.4946,-19.2781,-18.6783,-19.0338,-19.1989,-19.2294,-18.9796,-20.4412,-18.9981,-19.4681,-19.4292,-18.982,-19.8724,-18.2728,-20.1083,-21.4777,-20.4637,-19.5821,-19.6466,-19.174,-19.7611,-19.3319,-18.6038,-19.7427,-19.2587,-19.8192
"sp|P30624|LCF1_YEAST","NADPH-dependent aldehyde reductase ARI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ARI1 PE=1 SV=1",-22.8146,-21.9474,-22.1541,-20.8242,-21.1641,-20.246,-22.149,-21.9644,-21.9235,-21.6509,-20.5651,-21.8239,-22.8927,-21.3455,-20.4205,-22.4914,-21.7612,-22.1069,-22.2772,-22.2258,-20.6487,-20.6191,-20.8658,-21.3479,-20.1109,-20.9357,-23.3176
"sp|P30656|PSB5_YEAST","Myosin light chain 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=MLC1 PE=1 SV=1",-20.3648,-22.131,-20.9268,-23.0002,-23.0509,-20.9516,-21.1351,-21.6165,-22.0215,-20.7723,-22.0256,-20.6868,-21.5852,-21.0443,-21.2668,-21.1713,-20.8348,-21.6298,-22.1543,-21.5703,-24.4864,-20.7481,-22.5831,-22.5744,-21.4869,-21.4926,-23.1452
"sp|P30822|XPO1_YEAST","Ubiquitin-conjugating enzyme variant MMS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=MMS2 PE=1 SV=1",-23.5672,-23.1113,-22.6009,-23.7906,-24.0958,-23.0917,-23.8762,NA,-23.0098,-23.6407,-24.8283,-23.6896,-23.6898,-24.061,NA,-23.3315,NA,-24.7107,-23.5596,-24.7782,-23.8098,NA,-23.5334,NA,-24.1883,-22.9563,-22.8658
"sp|P30902|ATP7_YEAST","Nicotinamidase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PNC1 PE=1 SV=1",-20.2957,NA,-21.4333,-22.104,-21.4468,NA,NA,NA,-22.8502,-21.9068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.0352,NA,-21.9073,NA,NA,NA
"sp|P30952|MLS1_YEAST","60S ribosomal protein L26-B OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL26B PE=1 SV=2",-19.0266,-18.9563,-18.8617,-18.3419,-19.5944,-20.2468,-19.1977,-18.5231,-18.4491,-18.5202,-19.4022,-18.3119,-18.4323,-19.5712,-18.3857,-19.1887,-19.3473,-19.3565,-18.492,-18.9429,-19.2533,-19.2174,-18.6302,-18.701,-18.129,-19.3889,-18.8738
"sp|P31116|DHOM_YEAST","Sphingolipid long chain base-responsive protein PIL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PIL1 PE=1 SV=1",-17.5176,-16.8934,-17.3923,-16.7717,-16.7416,-16.7896,-17.2181,-17.7554,-17.6634,-16.9508,-16.753,-16.9885,-17.4629,-16.8987,-16.6143,-17.2567,-17.1267,-17.5172,-17.194,-17.1748,-17.2187,-17.7206,-17.365,-18.1709,-16.8717,-18.1378,-17.659
"sp|P31373|CYS3_YEAST","Probable glycosidase CRH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CRH1 PE=1 SV=1",-18.0695,-17.3112,-17.3612,-17.2772,-17.2048,-17.6904,-17.9659,-18.1697,-17.8383,-17.5831,-17.6553,-17.2042,-17.1458,-17.0907,-17.3406,-17.7291,-17.6117,-17.4848,-17.3489,-17.4954,-17.6797,-17.4428,-17.5983,-17.4531,-17.077,-16.4965,-16.0891
"sp|P31412|VATC_YEAST","Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=LSC2 PE=1 SV=1",-22.2763,-22.8897,-23.2429,-20.5816,-20.0263,-20.133,-22.8488,-22.8014,NA,NA,-20.8922,-23.1409,-22.4341,-22.0572,-21.5744,-20.5514,NA,-20.1584,NA,-21.2735,-21.456,-20.3664,-21.4057,NA,-20.1308,NA,-21.2605
"sp|P31539|HS104_YEAST","Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=LSC1 PE=1 SV=1",-17.5302,-17.9847,-17.6646,-18.6177,-17.7146,-17.7832,-17.9532,-18.4158,-17.7104,-17.9364,-17.8639,-17.7356,-17.4219,-17.6335,-17.7233,-17.405,-17.6078,-17.6204,-17.8893,-18.2619,-17.8601,-17.5227,-17.7542,-17.9163,-17.3358,-17.7688,-17.4081
"sp|P31688|TPS2_YEAST","Peptidyl-prolyl cis-trans isomerase CPR6 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=CPR6 PE=1 SV=1",-22.5442,-22.9062,NA,-23.8953,-22.6651,-22.3743,-23.8359,-24.8044,-23.8105,-22.6009,-23.8162,-23.4716,-21.876,-24.392,-22.4063,NA,-23.5818,-23.6036,NA,-23.3544,-24.8453,-23.2276,-24.6142,-22.789,-25.0084,-24.3666,NA
"sp|P31787|ACBP_YEAST","Glyoxylate reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GOR1 PE=1 SV=1",-14.7909,-15.4937,-15.6331,-14.9499,-14.9311,-14.7192,-14.8648,-16.5605,-15.6375,-15.0415,-15.3981,-15.0883,-14.6526,-14.3747,-15.6791,-15.8045,-16.0554,-16.4555,-15.3444,-14.4261,-14.7842,-14.7974,-15.1967,-15.3944,-17.4582,-15.0407,-14.7097
"sp|P32074|COPG_YEAST","Uncharacterized protein YNL134C OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=YNL134C PE=1 SV=1",-22.5716,-24.0493,NA,-21.8741,-22.5742,-22.8146,-23.8978,-24.6478,-22.4816,-24.0416,-23.5123,-23.427,-21.7211,-22.7783,-21.9278,-21.976,NA,-23.1675,-22.9231,-23.8194,-23.1569,-22.841,-22.8568,-23.5258,-23.74,NA,-24.3288
"sp|P32191|GPDM_YEAST","Bifunctional purine biosynthesis protein ADE16 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ADE16 PE=1 SV=1",-21.704,-20.2842,-20.2249,-20.4949,-19.9641,-22.1281,-21.5681,-22.655,-20.6773,-22.3724,-21.4125,-21.432,-20.8344,-21.0091,-20.347,-20.6939,-20.8341,-20.9213,-21.7122,-21.1371,-20.405,-20.6279,-20.8506,-21.2412,-21.4174,-21.0785,-21.0693
"sp|P32288|GLNA_YEAST","Magnesium-activated aldehyde dehydrogenase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ALD6 PE=1 SV=4",-18.0062,-18.3587,-17.9925,-18.4598,-17.8836,-17.4885,-18.235,-19.2039,-19.3463,-18.9372,-19.7516,-17.6917,-18.4116,-17.9207,-18.5925,-17.5827,-18.0972,-17.4831,-17.0882,-18.1048,-18.0389,-16.7677,-18.443,-17.8637,-16.625,-17.1217,-17.0988
"sp|P32316|ACH1_YEAST","Dihydroxyacetone kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=DAK1 PE=1 SV=1",-19.1773,-19.2523,-19.1657,-18.7309,-17.9492,-18.1336,-19.0835,-17.9675,-18.9735,-18.0002,-18.5073,-18.3556,-18.6018,-18.0797,-18.877,-18.8653,-19.3688,-20.5011,-18.3285,-18.8711,-19.0918,-18.0838,-18.4767,-18.6498,-18.4549,-19.8507,-19.5281
"sp|P32324|EF2_YEAST","Hydroxymethylglutaryl-CoA synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ERG13 PE=1 SV=1",-15.9882,-16.1201,-16.0656,-15.8408,-16.2298,-15.9555,-15.8537,-15.6839,-15.7218,-15.884,-16.0622,-16.2241,-15.7502,-15.7628,-15.75,-15.7898,-16.0764,-15.9418,-15.9974,-15.7472,-15.9164,-15.7316,-15.8259,-15.633,-15.4896,-15.4415,-16.0636
"sp|P32327|PYC2_YEAST","Gamma-glutamyl phosphate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=PRO2 PE=1 SV=1",-24.7178,-24.2788,-24.6441,-22.7457,-24.648,-24.3707,-25.9291,-23.6741,-22.4927,-23.9503,-24.8596,-23.4264,-24.1784,-24.8425,-25.2066,-24.6871,-23.9353,-24.0802,-23.8977,-23.9019,-25.6317,-24.2759,-25.2629,-24.0062,-22.7184,-21.7909,-21.7236
"sp|P32337|IMB3_YEAST","BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)",-25.8793,-27.5289,-26.157,-23.9371,NA,NA,-27.0999,-27.0878,-26.1454,-25.7266,-25.1598,-24.9707,-23.932,NA,NA,NA,NA,NA,-25.7212,-27.1511,-23.4544,NA,-23.8684,NA,-24.1761,NA,NA
"sp|P32349|RPC3_YEAST","Actin OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ACT1 PE=1 SV=1",-24.6711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P32377|MVD1_YEAST","Lysozyme C (Chain 19-148) - Homo sapiens (Human)",-18.5353,-17.6869,-18.1117,-18.6991,-17.784,-17.9033,-18.0874,-18.6912,-18.0525,-18.1504,-18.0486,-18.3137,-18.551,-18.0292,-17.7721,-18.3795,-18.804,-18.4514,-18.4446,-17.742,-18.1156,-18.3248,-18.3292,-18.4042,-18.3616,-19.5184,-18.0592
"sp|P32379|PSA5_YEAST","Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)",-20.6894,-20.1966,-20.8065,NA,-20.5415,-20.4309,-20.9212,-19.4531,-19.6098,-20.4004,-20.9398,-20.1595,-21.2021,-20.6587,-22.7255,NA,-21.4923,NA,-20.3959,-21.1264,-20.2644,-21.1709,-21.8016,-20.2671,NA,NA,-21.1524
"sp|P32445|RIM1_YEAST","Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)",-22.3214,-21.1458,-21.1215,-18.4171,-19.639,-19.0079,NA,NA,NA,NA,-24.2949,-21.2503,-21.7917,-20.5181,-21.7805,NA,-20.5229,-19.7944,-24.1511,NA,-21.7415,-20.1891,-20.3607,NA,-19.8684,-18.2916,-19.1279
"sp|P32449|AROG_YEAST","Translation machinery-associated protein 20 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=TMA20 PE=1 SV=1",-18.5315,-18.921,-18.5386,-19.51,-18.8786,-18.3094,-18.7869,-18.4743,-18.0564,-17.8662,-18.6529,-18.5561,-18.7215,-18.9846,-18.4316,-18.9233,-19.4381,-19.4821,-17.9205,-18.222,-18.4828,-19.1878,-18.4459,-18.3266,-18.6659,-18.8754,-18.9832
"sp|P32453|ATP11_YEAST","Cytochrome c (Chain 2-105) - Homo sapiens (Human)",-21.8252,NA,NA,-21.7499,NA,-22.5426,NA,NA,-21.8218,-22.7367,-22.7556,NA,-21.7469,-22.7603,NA,NA,NA,-22.7803,NA,-23.1279,-23.0782,NA,-21.9672,-22.5213,NA,NA,NA
"sp|P32454|APE2_YEAST","Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=GPD1 PE=1 SV=4",-19.9457,-20.0436,-20.0485,-20.2631,-19.9791,-19.4842,-20.3323,-19.9801,-20.0075,-20.2934,-19.6369,-19.8111,-19.5345,-19.6492,-19.9892,-20.5258,-20.7298,-20.2828,-19.9337,-20.0357,-20.1557,-20.3744,-19.7404,-19.9488,-20.3719,-20.1951,-19.5777
"sp|P32463|ACPM_YEAST","Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=TPS1 PE=1 SV=2",-19.639,-20.9033,-19.9196,-20.0679,-20.1111,-20.0808,-20.9184,-19.847,-20.6276,-19.6165,-20.4093,-19.8957,-20.4113,-19.1653,-19.7919,-20.7604,-20.1772,-20.9138,-20.2656,-20.7218,-21.2593,-19.7067,-20.609,-19.6754,-19.5463,-19.5112,NA
"sp|P32469|DPH5_YEAST","Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ACC1 PE=1 SV=2",-19.921,-21.0976,-21.7139,-19.5515,-22.6898,-22.0943,-20.9908,-20.8215,-20.0101,-22.8218,-20.1338,-20.4793,NA,-20.9219,-21.1332,-21.5926,-22.554,-20.2905,-20.8378,-20.3019,-20.3416,-21.4415,-22.157,-22.4581,NA,-20.7114,-19.6488
"sp|P32471|EF1B_YEAST","Cysteine proteinase 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=LAP3 PE=1 SV=3",-16.6029,-16.8461,-17.4331,-16.4518,-15.9332,-15.7886,-16.3344,-17.6993,-16.1809,-16.3353,-16.2062,-16.7529,-16.4982,-16.6541,-15.6507,-17.3799,-18.0273,-16.9649,-16.2935,-16.4746,-16.2668,-15.7501,-15.9977,-16.4878,-16.1431,-15.6098,-16.1114
"sp|P32473|ODPB_YEAST","Nucleolar protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=NPL3 PE=1 SV=1",-19.7319,-20.7767,-19.7096,-19.0098,-19.3443,-19.151,-21.8217,-19.8377,-20.5101,-19.5831,-20.3689,-19.2312,-20.0961,-19.0511,-20.5018,-20.4295,-20.3552,-20.9936,-19.2849,-19.178,-21.3106,-19.4941,-19.951,-19.5451,-19.7684,-20.6052,-19.0666
"sp|P32476|ERG1_YEAST","40S ribosomal protein S15 OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPS15 PE=1 SV=1",-21.632,-20.9047,-21.5874,-23.7222,-23.5892,-21.9909,-20.8208,-22.2244,-20.9089,-21.1463,-21.1176,-20.2523,-21.3317,-21.1276,-20.9633,NA,NA,NA,-21.8443,-21.3297,-22.1279,-22.0931,-22.1304,-21.9858,-23.2007,NA,NA
"sp|P32481|IF2G_YEAST","60S ribosomal protein L6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=RPL6A PE=1 SV=2",-18.7606,-18.3449,-18.5399,-18.2829,-18.8473,-19.1827,-18.8717,-18.7598,-19.3845,-18.5958,-18.566,-18.6513,-18.6096,-18.5286,-19.1765,-18.493,-19.0191,-18.5823,-19.1359,-18.5795,-19.0293,-18.7869,-18.7143,-19.0904,-18.9082,-18.9199,-18.824
"sp|P32492|MYO4_YEAST","ARS-binding factor 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 \ S288c) OX=559292 GN=ABF2 PE=1 SV=1",-23.1878,NA,NA,-24.4713,-26.5005,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.0386,NA,-23.6103,NA,NA,NA,NA,NA,NA,NA,NA,-24.447,NA
